,title,author,publisher,publistDate,ISBN,pages,genre,description,book_img_url,stock,totalQuantity
55,아주 세속적인 지혜,그라시안 이 모랄레스 발타사르,페이지2북스,2023년 03월 24일,9791169850179,332,자기계발,"400년 동안 사랑받은 인생의 고전
세속적이면서 가장 현실적인 발타자르 그라시안의 인생 조언들

* “평생 가지고 다니며 읽어야 할 인생의 동반자” _쇼펜하우어
* “이처럼 정교하고 세련된 인생 지침은 이제껏 만나지 못했다.” _니체
* 근대 현실주의 인생철학의 아버지가 전하는 시대와 공간을 초월한 영원한 고전

한 페이지 분량으로 간결하게 쓰인 300개의 잠언은 400년 전에 나온 책이라는 사실이 믿어지지 않을 만큼 지나치게 현실적이다. 스페인의 현인 발타자르 그라시안은 인간에 대한 정확한 통찰과 지침을 제공하며 결국 행복은 스스로 생각을 바꾸고 현명한 방식으로 사람을 대할 때 얻을 수 있다는 사실을 깨닫게 한다. 사람들이 고전을 사랑하는 이유가 여기에 있다. 400년 전에 쓰인 이 책은 쇼펜하우어, 니체 등 당대 최고의 철학가들에게 끊임없이 영감을 주었으며 현재를 살고 있는 우리의 문제를 해결할 현실적인 지혜를 전한다.

                                                ",117933045.jpg,0,0
57,아주 작은 습관의 힘,제임스 클리어,비즈니스북스,2019년 02월 26일,9791162540640,360,자기계발,"자기계발서의 공식을 다시 쓰는 2018 아마존 최고의 화제작!

아마존 베스트셀러 1위!, [뉴욕 타임스] 베스트셀러!, 2018년 올해의 책 선정! 
『신경 끄기의 기술』 저자 마크 맨슨,『오리지널스』 저자 애덤 그랜트 강력 추천! 

고교 시절 촉망받는 야구선수였던 저자는 연습 중 동료의 야구 배트에 얼굴을 정통으로 강타당하는 큰 사고를 당했다. 이 사고로 얼굴 뼈가 30조각이 났고, 왼쪽 눈이 튀어나와 실명 위기까지 왔으며, 심정지가 세 번이나 일어났다. 걸을 수조차 없었던 저자는 절망에 빠지는 대신 지금 당장 할 수 있는 아주 작은 일이라도 찾아 그것을 반복하자고 마음먹는다. 그 후 매일 걷기 연습을 해서 6개월 만에 운동을 할 수 있게 되었고, 6년 후에는 대학 최고 남자 선수가 되었다. 이 경험을 바탕으로 그는 자신을 인생의 나락에서 구해준 ‘아주 작은 습관의 힘’을 전 세계에 알리는 최고의 자기계발 전문가가 되었다. 

『아주 작은 습관의 힘』은 저자의 생생한 경험과 생물학, 뇌과학, 심리학의 최신 연구 결과를 집약해서 습관 하나로 인생을 변화시킬 수 있는 노하우를 제시한다. 만약 당신이 ‘새해에 운동을 해야지’라고 결심을 했다면 저자의 관점에서 이 목표는 실패할 수밖에 없다. 왜냐하면 습관을 만들기 위해서는 결심이 분명해야 하고(제1법칙), 매력적이어야 하며(제2법칙), 쉬워야 하고(제3법칙), 만족스러워야 하기(제4법칙) 때문이다. 위의 결심은 여기에 단 한 가지도 해당되지 않는다. 정말 변화할 수 있는 습관을 만들기 위해서 당신의 방법은 완전히 달라져야 한다. 이 책에서는 이 네 가지 법칙을 바탕으로 어떻게 하면 빠르고, 효율적이고, 확실하게 변화할 수 있는지 알려준다. 금연, 다이어트에서부터 비즈니스에서 탁월한 성과를 이뤄내기까지, 저자가 제안하는 방법으로 매일 조금씩 좋은 습관을 만든다면 무엇을 결심하든 원하는 것을 얻을 것이다.




                                                ",69655504.jpg,0,0
58,부의 추월차선 (10주년 스페셜 에디션),엠제이 드마코,토트출판사,2022년 02월 04일,9791187444725,392,경제 경영,"미국 아마존 금융ㆍ사업 분야 1위 국내 유명서점 10년간 종합 베스트셀러가장 빠르게 부자 되는 새로운 공식을 제시해 큰 반향 불러일으킨 책부자 되기 방식의 패러다임을 바꾼 〈부의 추월차선〉이 독자들의 사랑과 지지 속에 한국 출간 10주년을 맞이했다. 이 책은 죽도록 일하며 수십 년 간 아끼고 모아서 휠체어에 탈 때쯤 부자 되는 40년짜리 플랜을 비웃으며 한 살이라도 젊을 때 부자가 되어 은퇴하는 방법을 구체적으로 제시하고 있다. ‘추월차선’을 알고 난 뒤 부의 지도를 다시 그린 사람들은 하나같이 입을 모은다.“추월차선 법칙을 알게 된 뒤 나는 내가 돈에 쪼들리며 사는 이유를 알게 되었고, 그런 인생으로부터 벗어나기로 결심했다. 4년 후 나는 자산을 4배로 불릴 수 있었다.”“이제 나는 부자가 되는 데 돈 많은 부모님도, 운도 필요 없다는 사실을 알게 되었다. 돈을 버는 방법에 대한 지식만이 필요할 뿐이다. 그리고 추월차선이 내게 그 지식을 주었다.”휠체어 탄 백만장자는 부럽지 않다! 젊은 나이에 일과 돈에서 해방되어 인생을 즐겨라!일주일에 5일을 노예처럼 일하고 다시 노예처럼 일하기 위해 2일을 쉬는 당신, 30대 억만장자가 알려 주는 가장 빠른 부자의 길 “부의 추월차선”으로 옮겨 타라!                                ",106369008.jpg,0,0
60,언젠가 우리가 같은 별을 바라본다면,차인표,해결책,2021년 12월 15일,9791191061048,240,청소년,"차인표 작가가 전하는 감동의 휴먼 드라마   
자신을 대변할 수 없었던 이들을 위한 헌사 

『언젠가 우리가 같은 별을 바라본다면』은 고국을 떠나 70년 만에 필리핀의 한 작은 섬에서 발견된 쑤니 할머니의 젊은 시절을 담은 이야기이다. 작가는 우리나라가 일본에 주권을 빼앗긴 채 가난하고 핍박받던 시절을 맨몸으로 버텨 낸 우리 어머니의 어머니, 아버지의 아버지들의 이야기를 남기고자 집필을 시작했다. A4 용지 스무 장 분량으로 시작한 이야기는 10년의 집필 기간 동안 데이터 유실로 의지가 꺾이기도 하고 모든 것을 원점에서 복기하기를 반복하는 등 우여곡절을 겪은 후, 더욱 진정성과 사실에 근거한 서정적이고 아름다운 소설로 완성되었다. 

소설의 배경은 1930년대 백두산 기슭의 호랑이 마을. 엄마와 동생을 해친 호랑이 백호를 잡아 복수하기 위해 아버지와 함께 호랑이 마을로 찾아온 호랑이 사냥꾼 용이와 촌장 댁 손녀 순이 그리고 미술학도 출신의 일본군 장교 가즈오가 등장한다. 그저 평범한 행복을 누리며 살고 싶었던 그 시대의 순수한 젊은이들이 역사의 소용돌이에서 마주한 절망 속에서도 서로를 향한 믿음과 사랑, 헌신적 선택으로 격정의 한때를 관통해 나간다. 작가는 ‘사랑과 용서, 화해’라는 주제 의식을 진중하고 따스한 시선으로 풀어내면서도 세 주인공을 중심으로 속도감 있고 밀도 있게 이야기를 이끌어 간다. 또한, 치밀한 세부 장면 구성과 고증을 거친 백두산 마을의 수려한 풍경 묘사는 읽는 내내 머릿속에 한 편의 영화가 떠오를 정도로 생동감 넘쳐 또 하나의 의미 있는 문학적 성취를 보여 준다. 

이 소설을 통해 작가는 평온한 시대를 살아가는 우리들에게 “당신이 그 시대에 살았다면 어땠을까……” “지금의 우리가 그들을 위해 할 수 있는 일은 무엇일까……” 무언의 질문을 던지는 듯하다. 이제, 결코 잊어서는 안 될, 아직도 치유되지 않은 민족사의 상처를 간직한 이들을 보듬는 차인표 작가의 특별한 이야기가 시작된다. 


                                                ",104663596.jpg,0,0
61,모든 삶은 흐른다,로랑스 드빌레르,피카(FIKA),2023년 04월 03일,9791190299770,240,인문,"프랑스 아마존 베스트셀러최재천, 이해인, 윤대현, 장재형 등 각계 명사들의 강력 추천프랑스 현지 언론의 압도적 찬사“이 책은 흐르는 삶 속에서 ‘자기 자신’이라는 유일한 섬이 되는 길을 안내한다. 삶은 내가 내 의지대로 살아가는 게 아니라 그저 흘러가며 살아지는 것이다.”_ 최재천(이화여대 에코과학부 석좌교수, 생명다양성재단 이사장)“인생과 바다에 대해서 어쩌면 이렇게까지 깊고 넓고 새로운 통찰을 할 수 있을까? 내내 감탄하면서 읽었다.”_ 이해인(수녀, 시인)그 어느 때보다 본질에 집중해야 할 필요를 느끼는 요즘, 우리에게 '무한함'과 삶의 모습을 있는 그대로 보여주는 자연이 있다. 잔잔하면서도 거칠고, 당장 와 닿을 것 같으면서도 금세 멀어지는, 고요하되 강한 존재감을 드러내는 ‘바다’가 바로 그것이다. 바다의 물결만큼 자연스러운 움직임은 없고, 대륙을 둘러싼 바다만큼 커다란 생명줄은 없다. 선원들의 용기, 변함없이 밝은 등대의 불빛, 계속 헤엄치는 상어의 힘, 한시도 같은 모습을 보이지 않는 거친 파도까지. 살아 숨 쉬는 철학인 바다는 존재 그 자체로 우리에게 감동을 안겨주며, 깊은 지혜와 생각지도 못한 인생철학을 가르쳐준다.『모든 삶은 흐른다』는 2022년 프랑스 최고의 철학과 교수로 꼽힌 로랑스 드빌레르의 인문에세이로 출간 후 프랑스 현지 언론의 극찬을 받으며 아마존 베스트셀러에 올랐다. 저자는 낯선 ‘인생’을 제대로 ‘항해’하려면 바다를 이해하라고 조언한다. 바다가 우리의 삶과 가장 흡사한 자연이기 때문이다. 고난과 역경, 환희와 기쁨, 탄생과 죽음이 공존하는 바다가 던지는 철학적 사유에 귀를 기울이다 보면 앞으로 어떻게 살아야 하는지 그 답을 찾을 수 있다. 때때로 삶이 곡예를 하는 듯해도, 저 멀리 삶이 몰아치듯 떠밀려와도, 삶으로부터 잠시 물러나더라도 좌절하거나 주저할 필요는 없다. 잠시도 쉬지 않고 물결치는 바다처럼 삶도 자연스럽게 물결치며 흐를 뿐이다. 그러한 “삶을 직접 조종하는 선장이 되는 것”, 이는 이 책의 마지막 페이지를 넘기며 우리가 해야 할 가장 아름다운 선서일 것이다.                                 ",118104953.jpg,0,0
62,데미안,헤르만 헤세,민음사,2000년 12월 20일,9788937460449,239,소설/시/희곡,"데미안을 통해 참다운 어른이 되어 가는 소년 싱클레어의 이야기.
한 폭의 수채화같이 아름답고 유려한 문체로 전세계인의 사랑을 받고 있는 작품. 감수성이 풍부한 주인공 싱클레어가 소년기에서 청년기를 거쳐 어른으로 자라가는 과정이 세밀하고 지적인 문장으로 그려져 있습니다. 진정한 삶에 대해 고민하고 올바르게 살기 위해 노력하는 데미안과 싱클레어의 깊이 있는 이야기.




                                                ",176787.jpg,0,0
64,어린 왕자 오리지널 초판본,앙투안 드 생텍쥐페리,코너스톤(도서),2020년 09월 22일,9791190669313,152,소설/시/희곡,"‘가장 중요한 것은 눈에 보이지 않아.’모두가 사랑하는 『어린 왕자』를 초판본 디자인으로 만나보세요.“네가 만약 오후 네 시에 온다면, 나는 세 시부터 행복할 거야. 그리고 시간이 갈수록 더 행복해지겠지. 네 시가 되면 흥분으로 안절부절못할 거야. 그래서 행복이 얼마나 값진 것인지 알게 되겠지! 하지만 네가 아무 때나 오면, 난 언제 마음의 준비를 해야 할지 모를 거야…. 그래서 의식이 필요한 거야.”사막에 추락한 조종사가 지구를 여행 중인 어린 왕자를 만나는 생텍쥐페리의 대표작, 『어린 왕자』는 1943년 출간 이래로 지금까지 연극, 영화, 뮤지컬, 만화, 애니메이션, 오페라, 샹송, 카세트테이프, CD 등 다양한 매체로 변용되어 많은 사랑을 받고 있다. 독자들이 읽을 때마다 늘 새로운 의미를 발견하게 해주는 『어린 왕자』는 디지털 시대에 아날로그적인 종이 책만 1억 5천만 부 이상이 팔린 것으로 유명하다. 코너스톤에서 새롭게 출간된 『어린 왕자』는 미국에서 처음 출간되었던 1943년 초판본 이미지를 그대로 담았다. 순수한 어린 왕자와 함께 잊어버린 그 마음을 찾으러 함께 떠나보자!                                ",93082287.jpg,0,0
65,아버지의 해방일지,정지아,창비,2022년 09월 02일,9788936438838,268,소설/시/희곡,"새삼스럽게 경탄스럽다!압도적인 몰입감, 가슴 먹먹한 감동정지아의 손끝에서 펼쳐지는 시대의 온기미스터리 같은 한 남자가 헤쳐온 역사의 격랑그 안에서 발견하는 끝끝내 강인한 우리의 인생김유정문학상 심훈문학대상 이효석문학상 등을 수상하며 문학성을 두루 입증받은 ‘리얼리스트’ 정지아가 무려 32년 만에 장편소설을 발표했다. 써내는 작품마다 삶의 현존을 정확하게 묘사하며 독자와 평단의 찬사를 받아온 작가는 이번에 역사의 상흔과 가족의 사랑을 엮어낸 대작을 선보임으로써 선 굵은 서사에 목마른 독자들에게 한모금 청량음료 같은 해갈을 선사한다. 탁월한 언어적 세공으로 “한국소설의 새로운 화법을 제시”(문학평론가 정홍수)하기를 거듭해온 정지아는 한 시대를 풍미한 『빨치산의 딸』(1990) 이래로 다시 초심으로 돌아가 아버지 이야기를 다룬다. 소설은 ‘전직 빨치산’ 아버지의 죽음 이후 3일간의 시간만을 현재적 배경으로 다루지만, 장례식장에서 얽히고설킨 이야기를 따라가다보면 해방 이후 70년 현대사의 질곡이 생생하게 드러난다. 이러한 웅장한 스케일과 함께 손을 놓을 수 없는 몰입감을 동시에 안겨주는 것은 정지아만이 가능한 서사적 역량이다. 그러나 이 소설의 진정한 묘미는 어쩌면 ‘가벼움’에 있다. “아버지가 죽었다. (…) 이런 젠장”으로 시작하는 첫 챕터에서 독자들은 감을 잡겠지만 이 책은 진중한 주제의식에도 불구하고 ‘각 잡고’ 진지한 소설이 아니다. 남도의 구수한 입말로 풀어낸 일화들은 저마다 서글프지만 피식피식 웃기고, “울분이 솟다 말고 ‘긍게 사람이제’ 한마디로 가슴이 따뜻”(추천사, 김미월)해진다.                                 ",112253263.jpg,0,0
66,홍학의 자리,정해연,엘릭시르,2021년 07월 26일,9788954681155,336,소설/시/희곡,"“이 행복이 영원할 거라고 생각한 적은 없었다.
그러나 이런 끝을 상상한 적도 없었다.”
예측 불가! 한국 미스터리 사상 전무후무한 반전! 

『홍학의 자리』는 10년 가까이 스릴러 장르에 매진하며 장편 단편 할 것 없이 독자들의 눈길을 사로잡는 작품을 발표한 정해연 작가의 신작이다. 프롤로그를 시작으로 총 21개의 챕터로 구성된 이 작품은 매 챕터마다 놀라운 전개를 보이며 다음 챕터를 읽지 않고서는 배기지 못할 만큼 탁월한 스토리텔링을 보여준다. 단순히 반전 하나만을 바라보고 치닫는 ‘반전 미스터리’가 아니다. 그 반전이 빛나는 것은 짜임새 있는 플롯과 완성도 높은 캐릭터가 모여 이야기의 재미를 한껏 끌어올렸기 때문이다. 이 작품의 반전은 충격적일 만큼 놀랍지만 반전을 빼고서도 작품의 매력은 가시지 않는다. 


                                                ",102791425.jpg,0,0
68,[예스리커버] 사장학개론,김승호,스노우폭스북스,2023년 04월 19일,9791188331888,438,경제 경영,"이 책은 한국과 미국, 전 세계를 오가며 ‘사장을 가르치는 사장’으로 알려진 『돈의 속성』의 저자 김승호 회장의 신간이다. 평생 사장으로 살아온 그의 경영철학 모두를 10여 년에 걸쳐 정리해 온 그는, 이번 『사장학개론』 책을 통해 120가지 주제로 그 내용을 모두 담아 완성했다. 지난 7년간 3천 명의 사장 제자들을 만나 [사장학 수업]을 진행하며 현실에서 겪는 다양한 문제에 대해, 사장들이 묻는 공통적인 어려움이 존재했으며 그 문제들을 목차로 구성해 방향제시를 더했다. 

한국KCA사장학교에 합격하고 저자를 기다리고 있는 사장들을 만나기 위해 미국에 거주하는 기업인인 저자는 일 년에 두 번, 한국을 방문해왔다. 하지만 한정된 기회와 한정된 인원으로 제한되는 상황이 지속돼 [사장학 수업] 내용 전체를 담아 『사장학개론』 책으로 출판을 결정하게 되었다.

책은 6가지 각각의 경우의 대상자들이 더 집중해 볼 수 있는 장으로 구성됐다. 1장에서는 가장 현실적으로 시급하게 배워야 할 것들에 대한 주제들이다. 자신이 지금 장사를 하고 있는지, 사업을 하고 있는지에 대한 기준과 사람을 써서 매출을 올릴 것인지, 매출을 올려서 사람을 쓸 것인지. 함께 창업한 개국공신들의 반란과, 사업이 망해가는 징조 등 ‘지금 어떻게 하면 좋을지’ 묻고 싶었던 폭넓고 다양한 질문에 대한 저자의 경영철학을 담았다. 2장은 오래, 더 멀리, 지속적으로 갈 수 있는 내면이 힘을 키우는데 필요한 주제들이다. 훌륭한 경쟁자를 왜 축복으로 여겨야 하는지, 규모에 따라 변해야 하는 사장의 태도, 비난에 단단해지고 정리와 정돈, 청소와 청결로 이어진 기본에 따라 깊은 심지를 가진 사장으로 거듭날 수 있는 조언에 집중했다. 

3장은 거의 모든 사장, 중간급 간부 이상이라면 모두가 어려운, 직원 운영 전반의 해결 제시가 담겼다. 사업하면서 가장 힘들고 지속되는 어려움인 직원 관리에 대한 조언으로만 구성돼 있으며 누구를 승진시켜야 하는지, 좋은 직원은 어떻게 구할 수 있는지, 가장 경계해야 할 직원과 지금 즉시 해고해야 할 직원을 가려내는 방법, 더불어 회사의 언어로 보고가 이뤄지고 소통될 수 있도록 가르치는 업무보고 방식 등, 지금 현장에서 곧바로 필요했던 문제의 해결 방법을 찾을 수 있다. 4장과 5장은 사장에서 기업인으로 거듭나기 위한 단계에 있는 사장을 위한 장이며 마지막 6장에서는 사장을 준비하고 있거나, 사장이 되려는 꿈을 가진 모두를 위한 내용에 집중되었다. 

『사장학개론』 도서는 국내 25%, 9백만 명에 이르는 사장 모두가 회사의 규모에 따라, 상황에 따라 각각 펼쳐 읽어 볼 수 있도록 집필하는 동시에, 평생을 사장으로 살아 온 경험 많은 선배 경영인의 조언을 직접 듣고 싶어 했던 모든 사장들을 위한 책이다.

                                                ",117958120.jpg,0,0
69,하늘과 바람과 별과 인간,김상욱,바다출판사,2023년 05월 26일,9791166891496,404,자연과학,"〈알쓸인잡〉의 다정한 물리학자 김상욱이 단독 저서로는 5년 만에 신간으로 돌아왔다. 이번에는 물리학의 경계를 뛰어넘어 원자에서 인간까지 세상 모든 존재들에 대해 이야기한다. 저자는 기본 입자와 원자에서 시작해 존재의 층위들을 하나하나 밟아가며 물질과 생명, 더 나아가 우주와 인간이 어떻게 서로 얽혀 있는지 조망하고 차갑게만 느껴지던 우주가 물리학자의 시선 속에서 얼마나 따뜻할 수 있는지 보여준다. 세상을 이해하고 싶었던 한 소년의 호기심이 물리학에서 화학, 화학에서 생물학, 그리고 다시 인문학으로 확장해간 김상욱의 지적 세계를 이 한 권을 통해 총체적으로 만나볼 수 있다.

                                                ",118680704.jpg,0,0
72,체리새우 : 비밀글입니다,황영미,문학동네,2019년 01월 28일,9788954654753,200,청소년,"제9회 문학동네청소년문학상 대상 수상작내가 나 자신으로 있을 수 있는 곳은 어디일까관계의 피로함에 지친 모두를 위한 이야기, 드디어 '전체 공개'문학동네청소년문학상이 9회를 맞았다. 제1회 수상작 『불량 가족 레시피』부터 지난해 『세계를 건너 너에게 갈게』에 이르기까지, 오늘날 청소년들과 호흡하는 소설을 폭넓게 발굴해 온 문학동네청소년문학상 공모전의 아홉 번째 수상작은 황영미 작가의 『체리새우: 비밀글입니다』. 관계의 굴레와 스트레스에서 벗어나 스스로를 있는 그대로 사랑하기까지 다현이의 여정이 담겼다. 교실에서 펼쳐지는 복잡하고 미묘한 관계의 풍경, 그러한 관계를 겪어 내는 중2 화자의 목소리가 너무도 생생하여 심사위원들을 놀라게 한 작품이다. 사람들은 나를 어떻게 생각하고 있을까, 나는 지금 어떻게 보일까, 나를 싫어하면 어쩌지. 타인의 시선에 흔들리고 또 흔들리다가 진짜 ‘나'를 감추고 만 경험이 누구에게나 있을 것이다. 특히 학교라는 폐쇄적인 공간에서 어떻게든 원만하게 친구 관계를 유지해야 하고 어떻게든 ‘따’가 되지 않아야만 하는 청소년들에게, 진짜 나 자신을 내세우는 일은 익숙하지 않을 수밖에 없다. 『체리새우: 비밀글입니다』는 지금 이 순간에도 ‘우리’의 세계에 속하기 위해 ‘나’를 감추고 있을 청소년들에게 건네는 공감의 말이자 든든한 응원의 외침이다.                                 ",69240128.jpg,0,0
74,백년허리2 치료편,정선근,언탱글링,2021년 05월 13일,9791197437311,484,건강 취미,"서울대 의대 재활의학과 정선근 교수의 스테디셀러인 백년허리1 진단편에 이어서 실제적인 치료 방법을 제시하고 있는 백년허리2 치료편이다. 치료편에서 저자는 허리 통증에서 벗어날 수 있는 방법을 정확히, 구체적으로, 누구나 따라할 수 있도록 설명하고 있다. 일상생활, 운동, 작업 등 허리 아픈 사람이 겪게 되는 모든 상황에서 허리를 어떻게 사용하는 것이 옳은지를 알려주는 말그대로 국민 허리 사용설명서이다. 

                                                ",101624325.jpg,0,0
75,나는 3학년 2반 7번 애벌레,김원아,창비,2016년 03월 25일,9788936414085,104,어린이,"제20회 창비 ‘좋은 어린이책’ 원고 공모 대상작새로운 의인동화 주인공의 탄생우리의 친구 7번 애벌레를 소개합니다!『괭이부리말 아이들』 『엄마 사용법』 『기호 3번 안석뽕』 등 주옥같은 창작동화와 숱한 화제작들을 발굴해 온 창비 ‘좋은 어린이책’ 원고 공모의 제20회 저학년 부문 대상 수상작 『나는 3학년 2반 7번 애벌레』가 출간되었습니다. 배추흰나비의 한살이라는 친근한 소재를 이제껏 볼 수 없었던 신선한 주인공 ‘무늬 애벌레’를 통해 새롭게 그려 냈습니다. 주어진 환경에 안주하지 않는 호기심 가득한 주인공 캐릭터가 깊은 인상을 남기며, 미약한 주인공의 고군분투는 어린이 독자들에게 용기와 감동을 안기기에 충분합니다.                                ",25283908.jpg,0,0
76,당신은 결국 무엇이든 해내는 사람,김상현,필름,2022년 04월 20일,9791188469994,208,에세이,"『내가 죽으면 장례식에 누가 와줄까』 김상현 작가 3년만의 신작!독자들에게 전하는 10만 부 기념 특별 리커버 에디션!“우리는 결국 무엇이든 해낼 수 있는 사람입니다. 당신의 내일을 응원합니다.”『내가 죽으면 장례식에 누가 와줄까』를 통해 수많은 독자의 사랑을 받은 김상현 작가의 신작 『당신은 결국 무엇이든 해내는 사람』이 10만 부라는 놀라운 기록을 보여주며 에세이 베스트셀러 1위, 카카오톡 선물하기 1위를 기록하는 등 많은 이들에게 큰 사랑을 받고 있다. 이 책은 힘든 시기, 제목만으로도 큰 위로와 응원을 받은 것 같다며, 작가의 솔직하고 따뜻한 문장을 통해 자신을 믿고 나아갈 수 있는 동기부여와 용기를 얻었다고 말하는 독자들이 많았다. 이에 10만 부 기념 특별 리커버 에디션을 준비했다. 이번 에디션이 특별한 건, 바로 이 책의 주인공인 OO의 ‘이름’이 적힌 순간, 세상에 단 하나뿐인 책으로 완성된다는 점이다. 당신의 이름, 혹은 응원을 보내고 싶은 소중한 사람의 이름을 책 표지의 ‘밑줄’에 적어 선물해보자. 결국 우리는 무엇이든 해낼 수 있는 사람이니까.흔들리고 떠밀리고 넘어져도나는, 당신은, 우리는 결국 해낼 것이라는 믿음의 문장들『내가 죽으면 장례식에 누가 와줄까』를 통해 인간관계와 행복에 대해 따뜻한 시선과 위로의 문장을 전한 김상현 작가는 신작 『당신은 결국 무엇이든 해내는 사람』을 통해 더 나아가 나 자신을 제대로 바라볼 수 있는 힘을, 수많은 시행착오에도 불구하고 우리는 무엇이든 이루어낼 수 있는 사람임을, 희망과 믿음의 문장들로 담아냈다.1장 ‘삶에 아무것도 남지 않은 것만 같을 때’에서는 좌절하고 무기력해지는 불안한 날들 속에서도 결국 나만의 속도를 찾아가는 과정을 담고 있으며, 2장 ‘불안하지 않다면 어떠한 고민도 없다는 거니까’에서는 불안하다는 것은 결국 지금보다 더 나은 방향으로 나아가고자 것임을 긍정적인 다짐과 자세를 통해 이야기하고 있다. 마지막으로 3장 ‘무엇이 되더라도 무엇을 하더라도’에서는 그 어떤 길이라도 멈춰있지만 않으면 언젠가는 반드시 원하는 목적지에 도착할 것이라는 위로와 함께 결국 우리는 무엇이든 해낼 수 있는 사람이라는 희망을 전하고 있다. 삶에 아무 것도 남지 않은 것만 같을 때, 무엇을 해야 할지 알 수 없어 막막할 때, 이 책이 당신을 한 걸음 더 나아가게 하는 희망의 메시지가 되어 줄 것이다.                                  ",108743692.jpg,0,0
77,일본어 무작정 따라하기 완전판,후지이 아사리,길벗이지톡,2022년 08월 05일,9791165219956,660,국어 외국어 사...,"히라가나를 몰라도,문법을 외우지 않아도,무작정 따라 하면 말문이 트입니다18년 동안 일본어 베스트셀러&스테디셀러로 38만 독자들에게 전폭적인 사랑을 받아온 《일본어 무작정 따라하기》가 《일본어 무작정 따라하기 심화편》과 합쳐져 이번에 완전체의 형태를 선보인다. 《일본어 무작정 따라하기》는 처음 출간되었던 2004년부터 ‘일본어 교재의 세대교체’라 불릴 만큼 커다란 반향을 불러일으켰으며 지금도 독보적인 스타일의 첫걸음 교재로 많은 지지를 받고 있다. 《일본어 무작정 따라하기》는 히라가나를 외우면서 시작하는 전형적인 일본어 학습 방법에서 벗어나, 듣기부터 시작하는 ‘소리 패턴 학습법’을 제안한다. ‘우선 귀부터 열어라, 귀가 열리면 입이 열리고 눈도 열린다’ 이것이 바로 소리 패턴 학습법의 핵심이다. 18년 동안 일본어 분야 베스트를 고수하며 이 책으로 공부한 독자들의 입소문과 인터넷 서점의 리뷰를 통해 이 학습법의 효과를 톡톡히 입증해왔다. 소리 패턴 학습의 효과를 극대화할 수 있는 단계별 구성으로 체계적인 학습을 이끌며, 듣기와 말하기에 특화된 mp3 파일, 친절하게 학습을 가이드 해주는 저자 음성 강의, 스마트폰에 넣어 언제 어디서나 공부할 수 있는 훈련용 소책자 pdf 등 다양한 서비스를 아낌없이 제공한다. 또한 일본어를 공부하는 학습자들에게 실질적으로 필요한 실용적이고 상세한 팁들을 알차게 넣어 독학자의 궁금증을 속 시원히 풀어준다. 자막 없이 일드를 보고, 일본 여행을 가서 네이티브처럼 말하고 싶다면 이 책이 최고의 선택이 될 수 있을 것이다.                                ",111140141.jpg,0,0
78,NEW 미꽃체 손글씨 노트,최현미,시원북스,2023년 06월 27일,9791161507200,176,건강 취미,"온라인 클래스 BEST 강사 손글씨 1위 (클래스유 2021~2022 기준)
온라인 서점 베스트셀러 1위 (YES24 건강취미 분야 2021.06 기준)

손글씨의 꽃 ‘미꽃체’를 새롭게 만나는 ‘NEW 미꽃체 손글씨 노트’
미꽃쌤의 손끝에서 더욱 정교하게 피어난 ‘미꽃체’를 소개합니다! 

미꽃체 손글씨를 만든 미꽃 작가는 독학으로 시작한 손글씨 연습을 통해 책 속에 인쇄된 폰트처럼 예쁜 글씨와 악필 교정 효과로 입소문이 나면서 온라인 클래스 손글씨 최고 인기 강사로 등극했다. 가장 인쇄체에 가까운 손글씨 작가로 직접 만든 바르고 예쁜 손글씨 ‘미꽃체’ 쓰는 법을 정리해 기초부터 심화 과정까지 담은 첫 책 『미꽃체 손글씨 노트』(시원북스)를 2021년 6월 펴냈다. 2023년 6월, 더욱 정교해진 미꽃체를 새롭게 담은 개정증보판 『NEW 미꽃체 손글씨 노트』를 출시한다.

                                                ",119811851.jpg,0,0
